,Issue,Consumer complaint narrative,Company public response,Complaint ID
1464,False statements or representation,My Social Security payments are being garnished. The amounts reported by the collection agencies are different than the amounts on the credit report.,Company disputes the facts presented in the complaint,1319434
1465,Improper contact or sharing of info,"I recently lost my job right before XXXX last year. Since I have n't found a new one yet I have been unable to keep up on my credit cards or keep my cell phone turned on. Since Kay jewelers has been unable to get ahold of me, they have been calling every family member and my ex husband and his family and disclosing information about my debt! They told my grandma that she needed to get ahold of me on XXXX to contact me about paperwork I needed to finish filling out for my credit card!!! What on earth?! It 's embarrassing enough losing my job and not being able to pay anything after I had such good credit and now they 're just humiliating me while I 'm down. Now every single member of my family and my ex husbands family knows I have a Kay jewelers card that I 'm behind on.",Company believes it acted appropriately as authorized by contract or law,1830948
1466,Communication tactics,"Capital Accounts has called me twice now after being told that I do not respond to telephone calls on any business matter. I learned today that the same organization called my wife at her place of employment three times in the same day asking questions about me, discussing the alleged debt with her and attempting to get my telephone number. Today they called me again. I want this harassing communication to stop. I do n't owe them any money and have no business relationship with Capital Accounts.",Company believes it acted appropriately as authorized by contract or law,1823836
1467,Disclosure verification of debt,"XXXX CFPB, This is a somewhat complicated situation. I 'm a member of the Hawaii XXXX XXXX XXXX and have been XXXX for military XXXX of various time lengths in the last couple of years. My civilian job has been very helpful and has worked well with me and my family with the transitions, up until this point, that is. The attached documentation is in chronological order and I will try to explain it in this letter in the same manner. 
The first letter I received was dated XX/XX/XXXX and it is telling me I have a debit of {$1700.00} in unpaid health insurance. I elected to pay for and maintain my civilian coverage while on XXXX XXXX to allow my family to keep our same providers and use my military insurance as secondary coverage. It states in the letter that my payments are scheduled to be taken out of my check and that I would maintain the pretax benefit with that. I elected to let that procedure take place as outlined in the letter. I was back at the USDA from XXXX until XX/XX/XXXX ; I then went on XXXX XXXX for XXXX more weeks from XX/XX/XXXX until XX/XX/XXXX. I then returned to the USDA on XXXX XXXX XXXX and stayed there until I was activated on the orders that I am on now ; XX/XX/XXXX until XX/XX/XXXX. 
XX/XX/XXXX I received the attached letter from the Treasury Dept. that stated I owed {$660.00} and listed a website and a telephone number. The website seemed suspect to me and was asking for all my personal information, so I called the phone number on the letter and left messages there, with no response. The letter also stated on the top my debit was {$660.00}, but at the bottom payment coupon it says I owe {$850.00}. I contacted my supervisor at the USDA and he contacted one of the USDA PR personnel that are located in XXXX. They both advised me to wait until they checked it out to make sure it was legitimate. 
Next, I received a phone call on my cell phone from Pioneer Credit (? ) asking if I was who I am, what was my birthdate, address and last XXXX of my SS. Of course I was very wary of answering, but then he told me my last XXXX! He wanted me to send them a copy of my orders and I told him the USDA had copies of my orders and if they sent him to me, they can give him copies of my orders. This is what rekindled my efforts at finding out what is going on, so I contacted my USDA Supervisor and the USDA PR person. The PR person sent me the information attached dated XX/XX/XXXX that outlined my medical insurance payments and what is still due. On page XXXX it states I owe a principle of {$630.00}, interest of {$2.00}, a penalty of {$6.00} and administrative costs of {$30.00}. After I obtained this information I mailed a {$500.00} check to the Dept. of the Treasury in XXXX XXXX with the attached XX/XX/XXXX letter. I will mail them the remaining amount when I find out if I am liable for the full amount. This brings me to one of my questions ; Am I responsible for the interest of {$2.00}, a penalty of {$6.00} and administrative costs of {$30.00} or does the Servicemembers Civil Relief Act allow for these charges to be waived because they were incurred while I was on military duty and they are trying to be collected while I am again on military duty? 
But the main reason for my contacting you, is that I visited my banks yesterday and was told that this incident is appearing on my credit report and causing damage. Again I need to ask ; does n't the Servicemembers Civil Relief Act prevent my credit from being damaged because of this? 
Please let me know if you need any more information. 
XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,2065939
1468,False statements or representation,"We had a loan with countrywide aka BOA and it was sold to specialized loan services. BOA foreclosed on the property after 5 years. BOA and XXXX XXXX services are both showing on my credit report. I never signed any papers with this company and have no affiliation with this company, yet it is on our credit report. These companies were involved in a class action lawsuit about this issue.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,1853451
1469,Communication tactics,"The company ( Southwest Credit Systems ) calls constantly about a debt that they calim that I owe. I asked them to stop calling my cell phone and to conduct any further inquiries using the mail. They continue to call and I have spoken to them an addition two times and the last time I specifically told them never to call me again. They continue to call and it is interfering with my job. I 'm not sure if it is important, but i am also registered on the Do Not Call Registry and have been there for approximately 6 months.",Company believes it acted appropriately as authorized by contract or law,1754585
1470,Cont'd attempts collect debt not owed,"I sent Merchants Credit a debt validation letter and they have yet to respond. Needless to say this is an invalid debt and does not below to me. I will seek legal ground if I have to because not only have they violated the FCDPA by not notifying me and giving me 30 days to respond to this debt initially. l. 

I sent Merchants Credit a debt validation letter XXXX XXXX, 2016 and it was delivered and signed for. See attached. 
And I did not receive a response with the items that I asked for. This is also the XXXX violation of the FDCPA and FCRA. 

The fact that it is still reporting on my credit report is another FDCPA violation.",Company believes it acted appropriately as authorized by contract or law,2195340
1471,False statements or representation,"Merchants Credit Guide XXXX XXXX XXXX XXXX XXXX, illinoi XXXX XXXX This is a multiple offense of a company that has issued collection on my credit report. Each report was found unsubstantiated by all Credit Reporting Agencies. I placed a note on my record after each company investigated to refer to their own investigations before reporting the above and fraudulently adding same to my credit profile. They never produced a bill and can not prove the charge. I wish to report them and THE CRA 's for being negligent. I do n't know how to keep this from recurring.",Company disputes the facts presented in the complaint,2162952
1472,Disclosure verification of debt,XXXX XXXX XXXX has a debt system that is not tied to patients social security number. I have a debt payment agreement with them making payments on my balances for XXXX different hospital visits. At their direction I was paying on oldest ones first. Since the accounts are not linked to my social they determined that I was not making payments and sent them to collections. They have damaged me even though I was making good faith payments.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,2351585
1473,False statements or representation,"I currently have a defaulted PRIVATE student loan that originated with XXXX XXXX XXXX. The loan was generated around 2003. After completing XXXX semester of school, I decided to join the military in support of XX/XX/XXXX. I am now medically retired and am XXXX. I am in the process of trying to purchase a home. After meeting with the mortgage company, it was brought to my attention that this debt is preventing me from an approval for a VA loan to purchase a home. The defaulted loan is reporting to only ONE credit reorting agency. I was also informed that the loan has since been sold to XXXX ( whom this complaint is being filed against ) but is being serviced by Allied Interstate. I contacted Allied Interstate to set up a payment plan and was told that they could not accept the terms I brought forward to them and would be unwiling to work with me.",Company chooses not to provide a public response,1631941
1474,Disclosure verification of debt,"company created an illegal hard inquiry on my Experian credit bureau, admitted no debt owed to agency, refuse to remove. 
illegally obtained my personal identity info from the agency 's client forcing me to pay for a debt I do not owe, to either the agency 's client or the agency",Company believes it acted appropriately as authorized by contract or law,2289103
1475,Cont'd attempts collect debt not owed,"Although I have submitted to the collection agency documents that prove I have paid this debt, they continue to send documentation concerning debt that I do not owe. I also was informed by my current landlord that I should not have included them as beneficiaries on my apartment insurance. The fees they are trying to collect are fees to their insurance company.",Company believes the complaint is the result of a misunderstanding,2400525
1476,Disclosure verification of debt,"On XX/XX/XXXX2016 I was alerted on my XXXX XXXX account that Credit control corporations had opened a collection account on my credit profile dated XXXX XXXX, 2016. I have received no correspondense on this account totalling {$210.00} on XXXX and {$250.00} on the other. Credit control corporations has not provided:1.Agreement with the creditor that authorizes you to collect on this alleged debt 2.The agreement bearing my signature stating that I have agreed to assume the debt 3.Valid copies of the debt agreement stating the amount of the debt and interest charges 4.Proof that the Statute of Limitations has not expired 5.Complete payment history on this account along with an accounting of all additional charges being assessed 6.Show me that you are licensed to collect in my state ; and 7.Your license numbers and Registered Agent",Company believes it acted appropriately as authorized by contract or law,2269029
1477,Communication tactics,"I am receiving robocalls from Maury Cobb Debt Collection via a XXXX ( XXXX VA ) number directing me to their toll free number. 
I am receiving credit reports as a result of the OPM breach and have had other credit reporting due to agency and military breaches. 
I consider these phishing expeditions and have seen reports on harassment sites reporting this group as engaging in these tactics. 
Is there anything that can be done to stop this predatory practice?",Company believes it acted appropriately as authorized by contract or law,1679104
1478,Disclosure verification of debt,"I had been paying off my XXXX bill after I switched phone carriers. I was paying what I could and I would receive new updated billings. Then, without notification my balance due of {$140.00} was turned over to debt collector. 
As someone who was paying off as much as I could and making progress I feel that it was wrong to turn this over to a debt collector. 
XXXX XXXX ( XXXX ) XXXXXXXXXXXX",Company chooses not to provide a public response,1478045
1479,Disclosure verification of debt,"I am a new XXXX who moved to XXXX on XXXX XXXX XXXX. On XX/XX/XXXX I had to visit XXXX XXXX XXXX for a XXXX XXXX XXXX caused due to XXXX I took for XXXX. 
I am on my spouses health insurance plan through her work. We were charged an amount of {$250.00} for our visit by XXXX paid by my wife on her credit card. 
I received a call from Renton Collection Agency ( hence forth abbreviated as RCA ) on XXXX XXXX XXXX around XXXX hrs from XXXX XXXX XXXX, regarding money I owe for the emergency visit, which was not paid and I should give them my credit card number if not they will put this as a bad debt on my credit history. I was shocked by the aggressive behavior of this person and told him We have already paid for our visit and gave him the details of the payment. He was not ready to listen to me and again threatened me reporting this to show on my credit history. I thought this is a Phishing call. I called up my wife at work and we made a conference call to XXXX XXXX billing and asked them if we owe them anything. They said we did not. We than called up RCA and found out the bill was raised by XXXX XXXX XXXX ( hence forth abbreviated as XXXX ) another entity working within XXXX XXXX XXXX XXXX. We called up XXXX billing office, spoke to XXXX, she said they sent us the bill to our address, which we never received. On further questioning we found that XXXX erroneously sent the bill to Apt XXXX instead of Apt XXXX. We updated them with our medical insurance information and the correct address and requested them to send us the bill for payment. We never received any bills. 
On XXXX XXXX XXXX we moved from XXXX XXXX XXXX, XXXX XXXX XXXX XXXX to XXXX XXXX XXXX XXXX XXXX XXXX XXXX. 
I received a call from XXXX XXXX of RCA at XXXX Hrs on XXXX XXXX XXXX. I again updated our new mailing address to him and asked him to send us the bill. 
The issue is the same, XXXX XXXX XXXX had sent a bill of $ XXXX for collection to them and if I pay it off on the phone now they will not spoil my credit record. 
we called up XXXX billing office once again today at XXXX hrs, spoke to XXXX ... ( last call made for the same purpose on XXXX XXXX XXXX at XXXX ). Updated my insurance details once again and our new address, and requested her to send us the bills and call off the collection agency. XXXX said she can not send us an email, however she will send a communication to Renton Collection Agency to stop harassing us. 
We tried making a conference call XXXX XXXX XXXX of Renton collection into a group call with XXXX, however XXXX XXXX did n't want to continue the conversation when he heard that XXXX XXXX XXXX are on the telephone line. 
In XXXX XXXX we received a letter from XXXX saying they have cleared an amount of {$260.00} on XXXX XXXX XXXX from a billed amount of {$380.00} billed by XXXX. We needed to pay {$46.00} as co-payee. 
I called up XXXX billing office Spoke to XXXX on XXXX XXXX XXXX at XXXX hrs and once again for the third time updated our address for them to send us the bill of {$46.00}. They say they still have no record of our address change and they have sent our bill for collection and they no longer can accept the money and I should talk to RCA. 
I called up RCA spoke to XXXX XXXX of RCA at XXXX Hrs on XXXX XXXX XXXX. Asked him why we were not raised a bill for the due amount of {$46.00} after they were paid {$260.00} by the XXXX insurance on XXXX XXXX XXXX, this is in spite of us giving RCA and XXXX our Billing address. XXXX XXXX informed me I should pay {$88.00} immediately by phone to him and he had already reported us as defaulter to credit reporting agency XXXX to be placed on our record. 
We have faced harassment, false statements, unfair action and threats from Renton Collection Agency without they even sending us one debt notification or any communication.",Company disputes the facts presented in the complaint,1946158
1480,False statements or representation,"I was with XXXX for XXXX+ years. I decided to not renew because I was not satisfied with them. I was on a month to month contract, but, to simplify my life I just paid it annually in advance each year. The last renewal bill I did not pay. I switched alarm companies in XXXX. That same month I got a call from XXXX XXXX asking why I did not renew. I told the supervisor why and he stated he was sorry and asked what he could do to keep me as a customer. I told him I already switched XXXX and there was nothing. He said he would get back to me with a proposal anyway, I said fine, just email it to me. 
I never got that email and therefore did not even think about it. Sine that phone call I sold my home, purchased another and never gave this issue another thought until early this year, I noticed a collections on my credit report. They are claiming I owe {$330.00} for alarm services. Then I got to thinking about what happened. I had some questions. 1 ) Why are they charging me for almost a full year of service? 2 ) Why did n't the supervisor tell me this on the phone in XXXX when he knew I was with another company? 3 ) How long does it take to cancel a service for non payment? 
I called XXXX XXXX and they said they do not have the records anymore I have to deal with the collections company. 
I sent certified letters to the collection agency ( attached ) trying to resolve this and they are refusing my offer. I offered paying up to the time in XXXX that I spoke with the supervisor even though I feel I owe nothing. I think it is more than fair. I now understand that they require an advanced written notice to cancel. I think the supervisor had an obligation to notify me of this when I spoke to him on the phone. There was no way for me to know or remember this procedure from XXXX years ago.",Company believes it acted appropriately as authorized by contract or law,1449721
1481,Cont'd attempts collect debt not owed,I have been a victim of identity theft have tried disputing this multiple times with this agency and they fail to provide any resolution. My last attempt i asked multiple times for a timeline for a dispute and they stated they dont have one since i wont let them call my cell. The tactics are very harrasing and they seem unwilling to work with a consumer where these items are a clear indication of fraud.,Company believes it acted appropriately as authorized by contract or law,2333869
1482,Disclosure verification of debt,Today I was contacted by Nationwide Credit Inc stating that I owe a bill in the amount of {$220.00} regarding terminix. I contacted terminix on several attempts and as of today 's date I have never received a corrected bill from their accounting office in order to pay what is owed. Every time I call their office it is a difference amount than what is on the original bill and as of today 's date this collection is also for a different amount than what they have stated I owed. I can not pay a bill if a company is not sure of what I owe nor can a bill be paid when I have never received a corrected copy in order to pay it. I was advised that I would receive a discount on my bill for customer loyalty and as of today 's date that has never been discounted and also I have never received a bill that showed the corrected amount to pay. Today I received a bill from Naitonwide Credit advising I needed to pay {$220.00}. I have never owed {$220.00} to this company and do not know where this amount has been calculated from and what for it has now became a form of blind payment system. Throwing money on a bill and never receiving or paying more than what is owed in order to satisfy a greedy company that does not live up to what they said you owe and for services that have not been rendered.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,2366149
1483,Dealing with my lender or servicer,Great Lakes Higher Education is mishandling government funds from veterans benefits and the federal student loan repayment program. This is a annual problem and every year it is a big process to get GLHE to acknowledge payment was made and to actually apply the funds to my account.,Company believes it acted appropriately as authorized by contract or law,2267246
1484,Cont'd attempts collect debt not owed,"XXXX XXXX XXXX is trying to collect {$130.00} from me for a termination fee on a mini iPad. I have my receipts given at time of. Sale that clearly show termination fee of {$0.00}. About six hours after the purchase, I received a new contract via email that I did not agree to. This new contract contains a termination fee and my signature is forged on the contract and it 's clearly not mine. I went to XXXX and they told XXXX XXXX XXXX that I did not owe the fee but XXXX XXXX XXXX has pursued me for it. They have now turned it over to a collection agency to collect. The collection company is Prince-PARKER & Associates, XXXX XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX, NC XXXX. This company notified me by mail on XXXX XXXX, 2016. I replied on XXXX XXXX, 2016 stating that I do not owe this debt and included the receipts showing that I do not owe. Since then I have emailed them 5 times asking for proof of the debt and included my receipts. They have never replied to me as of this date. I believe they are in violation of Debt Collection laws as they will not respond to me, they will not supply proof that I owe the debt, they will not do anything. Today I called them and was given the excuse that they sent my paperwork back to XXXX XXXX XXXX and waiting for a response from them. That is not the way the law governing collection works. Today they also told me that XXXX XXXX XXXX says I owe the debt and will be "" coming after me ''. They were quite nasty and threatening to me, a XXXX person XXXX. They told me they would come to my home in a very threatening manner. 
I pay all my bills on time and currently have a credit score of XXXX. I told them if they damage my credit I will sue they. I was told that they wo n't damage my credit but they will DESTROY it!! I classify this as harassment, again a violation of the law. PLEASE USE THIS AS AN OFFICIAL COMPLAINT AGAINST THIS DEBTOR COLLECTOR. I have never had a debt collection letter in my life but I 'm not going to pay something that I do not owe.",Company disputes the facts presented in the complaint,1868999
1485,Cont'd attempts collect debt not owed,"I placed order XXXX cell phone on XXXX/XXXX/2014 through web & I received the phone on XXXX/XXXX/2014. Then I returned that wireless device to local XXXX wireless in XXXX XXXX XXXX XXXX, TX on XXXX/XXXX/2014 within 14 days with restock fee {$35.00}. And I contacted XXXX Customer Service. But this company has afflicted me by continued attempts to collect debt I do not know. So I had called Customer Service a lot and I had spent my time too much. To make matters worse, I have had to be exhausted by XXXX debt collectors over 1 year and 4 months. Therefore I am claiming my case to CFPB. I still have a receipt to return.",Company chooses not to provide a public response,1633877
1486,Cont'd attempts collect debt not owed,I paid XXXX XXXX in full as they cancelled my account because we had a conversation and I found out someone fraudulent ly entered my account and tampered with my service. So the account was cancelled by them and I paid them only what I owed them {$21.00}. Professional Credit Service wanted another {$800.00} and I contacted them and disputed the entire account as I had paid XXXX XXXX in full. Then Professional Credit Service changed the amount to an additional {$80.00}. but I had already paid XXXX XXXX and the payment was accepted as the check was deposited. I disputed the collections on all XXXX credit bureau reports and they would not remove it. I do not owe them any monies!,Company believes it acted appropriately as authorized by contract or law,1799017
1487,Cont'd attempts collect debt not owed,"My signature was copied and used on a promissory note by a financial aid officer at a XXXX in 2002. I was informed by an unknown person that this suspect was being investigated ( during this time frame ) by a voice mail left on my answering machine. I was asked to call. I was too sick to return the call at the time and actually forgot about it until my XXXX refund was intercepted by ECMC. I explained the situation to them and they asked for proof. The school has changed names, all of the staff have been replaced and no one can provide the answers that I need. I am left to struggle with a meager XXXX that has also been intercepted by ECMC and currently on XXXX. My utilities are months behind ; because I was expecting my tax refund. The XXXX informed me that ECMC should never have been involved ; because I was under forbearance for other loans and was also a student. It has been a nightmare that has caused my life to take a downward spiral. I need help please.I am also XXXX.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,1936009
1488,Disclosure verification of debt,"The collection agency did not send me written statement about XXXX different accounts. Recently, they reported the debts to the credit reporting agencies without ever calling or writing. In the first case, they spoke with me about the dates of service but would not send me anything in writing, so I called the hospital who could no longer provide a statement to me since they turned over the file to the collection agency. In the second case, they simply put it on my report. Reading my credit report should not be the first time that a person finds out about their bill. At the time I was a sliding scale patient at the hospital and had obtained a financial hardship from the Afordable Care Act.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,2176228
1489,Cont'd attempts collect debt not owed,"My real complaint is regarding communication but no correct option to check as there was NO communication at all from either XXXX XXXX or Americollect. The only way I found out about the debt collection was an email from my credit monitor once I was already in collection. I participate in a XXXX XXXX program that posts statements online and allows XXXX to communicate directly with me without mail or phone but XXXX provided no communication. Although XXXX received XXXX payments since XXXX, 2016, XXXX was the last statement posted online so I could not see payments applied and XXXX accepted payments after they put me in collections. There is no debt and payment to Americollect would constitute duplicate payment. I have repeatedly requested a document from XXXX showing all payments, at what point I went into collections, and why I was put in collections. Still waiting ; not provided and they could have posted this immediately online if they had been willing to.",Company believes it acted appropriately as authorized by contract or law,2112162
1490,Taking/threatening an illegal action,"On XXXX XXXX got a call from Constar Financial Service by a man namedXXXX XXXX . This was in reference of a motorcylce i had finance by XXXX XXXX XXXX. XXXX XXXX first failed to read me my mini miranda rights. Second he was still demanding payment after I told him not to call anymore. He keep asking me that he can help me but never told me how. 
Original I had notified XXXX XXXX XXXX of my situation and NOT to attempt to communicate with me or my family or place of employment about this matter. If unable to settle this all the amount due will be the ten times the amount in a civil, state or federal Law Suit. Please advice me is I should take this matter to a higher legal level. 
Thank youXXXX XXXX XXXX XXXX XXXX, Texas XXXX",Company believes it acted appropriately as authorized by contract or law,1621501
1491,Cont'd attempts collect debt not owed,"I have submitted disputes through XXXX they have not sent me a contract showing they lent me something or provided service to me and I agreed to do business with them, that it needs to be deleted. I have told them that any contract with you has to be between the accuser and you with both of your signatures. I have no knowledge of this company, have never contracted with them, they are strangers to any transaction with you and are not qualified to claim you owe them something under the Doctrine of Subrogation. 
I have disputed this with XXXX and the other bureaus and the other XXXX have deleted it. I have demanded validation from the accuser/furnisher and they have not validated with any proof of a contractual agreement between me and them. The company is",Company believes it acted appropriately as authorized by contract or law,2123205
1492,Improper contact or sharing of info,"Rash Curtis is harassing me everyday with calls from several different phone numbers ( XXXX ). I filed for bankruptcy and had a hearing to discharge my debts -- medical bills and credit cards -- on XXXX XXXX and my lawyer said I should expect to get my discharge by XXXX 2016. 

All of my creditors should know by now that I filed for bankruptcy but Rash Curtis is continuing to harass me.",Company believes it acted appropriately as authorized by contract or law,2058726
1493,Cont'd attempts collect debt not owed,This debt was part of a business debt and not mine personally. The date the account was delinquent should be XXXX not XXXX and is over 7 years old. This is an attempt by a collection agency to keep the collection in force by changing the open date.,Company chooses not to provide a public response,1728816
1494,False statements or representation,"On XXXX XXXX, 2016 at about XXXX I spoke with a representative XXXX to gain clarity and further verification of a debt in their office. Later he provided a Pay for Deletion offer in the amount of {$3000.00} to get IQ Data off my credit report. I asked him to give me sometime and I would call him back the following day. On XXXX XXXX XXXX called to continue discussing the Pay for Deletion and when asked to furnish a letter he refused and placed me on the phone with his supervisor. The supervisor after I told her I was n't going to furnish my credit card info to guarantee me the Pay for Deletion and terms discussed said she was going to place that I refuse to pay the debt in the notes to the file. As well as charging interest to the debt that is owed. The interest was over {$1500.00} and the claimed debt I owed was over {$4700.00}. When asked to send my debt back to the original creditor IQ Data reperesenative refused. This has truly place a strain and damage to y credit report and history for the past XXXX. These practices are illegal under the FCDPA and the FCRA.",Company believes it acted appropriately as authorized by contract or law,1742475
1495,Improper contact or sharing of info,"Received emails and I asked them to send me something in the mail and they kept on emailing as if they wanted to annoy, then started calling and I asked them again! Then they waited a week and the calls started again! It was for a XXXX XXXX account",Company believes it acted appropriately as authorized by contract or law,1850250
1496,Communication tactics,"Received call from ( XXXX ) XXXX and msg indicated call ( XXXX ) XXXX -- person answering did not identify the company I was calling and got testy when I asked what company I was calling ( interestingly, without my telling this person my name, they had my name ) -- I refused to give this person my name and asked at the get-go what company had called me. This person was yelling at me stating that "" no one ever calls and not states who they are ... '' -- stated I was being sued for a $ XXXX debt and writing a bad check for over {$1000.00}. I am not the person they wanted : name was my first and last name, date of birth not mine, state of residence at time of "" crime '' was in Louisiana. This person was very, very rude, yelled at me, and threatened to send case for me to be arrested. Finally after verifying the above name, date of birth, and state, the said would remove my name and number ; however, I have received several calls from this same number. Please do something about this. When I looked up both telephone numbers on the internet, there are complaints about a man named "" XXXX XXXX '' -- I still do not know anything about the company or the company he is "" representing ''.",Company can't verify or dispute the facts in the complaint,1476064
1497,Communication tactics,"Focus Receivables Management. This company has been ROBO calling XXXX times per day, every day for XXXX months. The caller is using an "" Unknown '' caller ID and also calls from XXXX. There is no person on the line, just a recording telling me to call a different number. I do not wish to receive calls from this company and have asked them to stop as I have retained an attorney.",Company believes it acted appropriately as authorized by contract or law,1403933
1498,False statements or representation,"XXXX XXXX continues to pursue this debt that is time barred and created from identity theft on a authorized user. They have a computer generated report ( hearsay information ) with wrong amounts and dates. I have informed them on several occasions, and proven to them that their information is inaccurate and they continue their pursuit. I am now having to go to court. I spoke with their attorney who has given false statements and does not do what he says he 's going to do",Company chooses not to provide a public response,1467278
1499,Disclosure verification of debt,I have never received any communication from Aargon Collection Agency about reporting any negative information on my credit report. I found out about this negative item on my credit report as I am in the process of buying a house and this item came up on my report. This debt has not being verified as I have asked and this agency is in clear violation of federal laws.,Company believes it acted appropriately as authorized by contract or law,1502815
1500,Improper contact or sharing of info,"PDQ Services , Inc is in violation of HIPAA on an account you have reported on my credit file. The company is XXXX XXXX XXXX, XXXX XXXX. ( A XXXX search of "" XXXX XXXX XXXX XXXX '' returns the medical office # XXXX in the search results. ) '' Under a new FACTA provision, consumer reporting agencies may not report the name, address, and telephone number of any medical creditor unless the information is provided in codes that do not identify or infer the provider of care or the individual 's medical condition. This does not apply to insurance companies selling other than property and casualty insurance. ( FCRA 605 ( a ) ( 6 ) ). "" I am requesting that you delete any reference to this account from my credit files contained on all XXXX credit bureaus..",Company believes it acted appropriately as authorized by contract or law,1576648
1501,Taking/threatening an illegal action,"I got an automated call from XXXX stating that it was American Credit Adjusters and that they had a case that was filed with them against me. I was advised that my attorney or I needed to send something to them within 24 hours. It stated that they were going to pursue charges against me and I 'd be served at either my home or place of employment. I was told to call XXXX and provider my case # of XXXX ( my case # is my parents landline # and I do n't have any dealings with their phone at all so I do n't know where they got that information from ). They called my parents and my aunt, I 'm not sure how they linked my aunt to me but they 've gone that far.",Company believes complaint is the result of an isolated error,1836567
1502,Cont'd attempts collect debt not owed,I am receiving demands to pay a debt to a collections agency from a For-Profit College. I have student loans that should have covered this cost. I do not understand why this debt is on my credit record. I am not disputing my student loan claims. Why do I have this extra cost?,Company disputes the facts presented in the complaint,1374632
1503,Taking/threatening an illegal action,I could no longer pay these enormous charges so I hired a company in FL to take over for me. Either they did nothing or the Pay Day loan company will not accept their terms. I get several letters a week and they have threatened to take civil action against me. I am over XXXX and I get a XXXX check.,Company believes it acted appropriately as authorized by contract or law,1304531
1504,False statements or representation,"I have a auto pay set up for my credit card every month for military star for three years never missed XXXX payment and as XXXX this year even with a auto pay set up, miltary star did n't take out the balance while making me late for two months. I tried to explained to them I was out of town for XXXX funerals and I did n't know my payment has went up and they only took XXXX instead of XXXX for XXXX and XXXX making me late. I have never been late for over four years. I tried talking to miltary star reps they said you should had paid and I said this is a mistake I paid for four years and have auto pay. They said that 's my fault and you should pay your bills. This is so out of bounds, i told her I was revive refinancing my home and she said this is not gon na help XXXX Never tried to help. I said I have many problems in this world from combat but this got to be the worse day in my life for miltary star to do this. The supervisor talked so mean and never tried to help in this matter. It 's more about jacking people credit than helping seeing this is a mistake. The first XXXX says a was n't late and then I kept asking her about the late payments and she did n't know her owned system. Miltary star has people who do n't know what they are doing and they jack people credit up and do n't care. When you purchase you have 30 days before you have to pay on the purchase you made they do n't. If you make a purchase before your purchase this will be added to your payment before 39 days",Company believes it acted appropriately as authorized by contract or law,1724141
1505,False statements or representation,"I told Idaho Collection Bureau I could make $ 25 monthly payments at the time and we would revisit an amount in XXXX. They automatically set payment to {$50.00} with out the revisit. When I called XXXX to inform her I was not able to pay that amount she said I said, I said I could. I never said that. I told her I cant pay that amount and she it needs to be raised at the amount that is in there office. I said thank you and she hung up on me. I did not make that payment arrangement or agree to {$50.00} payments",Company believes complaint is the result of an isolated error,1547081
1506,Cont'd attempts collect debt not owed,"I have been receiving phone calls from this company trying to collect a debt on an account that 's been closed. The people that call speak broken XXXX, when I ask where they are located they hang up or say "" we ca n't hear you ''. I am attaching a document to show this account was closed",Company has responded to the consumer and the CFPB and chooses not to provide a public response,2150834
1507,Cont'd attempts collect debt not owed,"Received a call from a person stated his name was XXXX, ( XXXX ) XXXX, at about XXXX XXXX, on XXXX XXXX, 2016, with Fair Collection and out source. I asked why he was calling me at this late hour. This is when he stated he was attempting to collect a debt i owed. I advised him that under California Laws he should not be calling me at this hour. He was rude toward me. I hung up the phone. It should be noted after I hun up he called bace again.",Company chooses not to provide a public response,1728188
1508,Cont'd attempts collect debt not owed,"My bank issued an overdraft statement from my checking account at Bank of the West in 2011. I called the Bank of the West and told them their was an error. They told me that the amount I owed was credited to me and I did not owe them any money and that the error was corrected. By mistake, they then sent the original amount I owed of {$360.00} to a collection agency. I called them and sent them a copy of my bank statement showing the credit. I phoned the XXXX and they told me they do not negotiate any debt no matter the circumstance. I ask that you investigate their collection practices and have them remove this item deleted from my credit report. I ask you to publish these results and publish the name of the XXXX XXXX XXXX under scam public knowledge. I have included the copy from the bank showing the balance was credited before it was sent to a credit reporting agency.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,1960097
1509,Dealing with my lender or servicer,"My name is XXXX XXXX. Over 30 years ago, i took out less than {$5000.00} from XXXX XXXX XXXX Bank. I have paid out close to {$15000.00} over the years and when i speak with XXXX XXXX XXXX ( XXXX ) in XXXX NY, the collection agency taking my social security paycheck, they tell me i still have close to a {$3000.00} balance. 
This is absolutely insane. I have paid this loan off more than 3 times and they still say i owe the majority of the balance. The holder of the loan is ECMC in XXXX MN XXXX Plz help me!",Company has responded to the consumer and the CFPB and chooses not to provide a public response,2236218
1510,Cont'd attempts collect debt not owed,I have never had XXXX XXXX XXXX. This was disputed once before and removed from my credit profile nearly a year ago and now it reappears.,Company believes complaint caused principally by actions of third party outside the control or direction of the company,1567906
